user_id,session_length,pages_viewed,time_per_page,actions_count,device_type,time_of_day
103,1.630095099344797,4,0.32601901986895937,13,desktop,22
436,9.017241302157357,5,1.5028735503595596,3,mobile,3
349,4.794736997580961,5,0.7991228329301602,18,mobile,19
271,35.03708554375962,5,5.839514257293271,2,desktop,18
107,18.459132074336345,6,2.637018867762335,17,tablet,9
72,18.22190046469857,8,2.02465560718873,19,mobile,1
189,6.324155711397736,7,0.790519463924717,13,tablet,3
21,5.35834936327349,5,0.8930582272122484,13,tablet,23
103,3.193888921500612,4,0.6387777843001224,1,desktop,5
122,0.5802696384483621,6,0.0828956626354803,2,mobile,6
467,20.0042614000331,8,2.222695711114789,1,mobile,15
215,16.76117439249923,4,3.3522348784998455,5,tablet,6
331,81.72445597818083,3,20.431113994545207,3,tablet,17
459,56.948734007443335,2,18.982911335814446,7,desktop,19
88,8.10651592641394,3,2.026628981603485,13,tablet,21
373,14.652830902062608,9,1.4652830902062608,18,desktop,18
100,28.961716828744358,5,4.826952804790726,7,mobile,8
360,18.947720147092458,4,3.7895440294184914,1,desktop,19
152,2.8415244458114652,7,0.35519055572643315,5,tablet,9
131,5.988268273998645,8,0.665363141555405,17,mobile,12
150,1.3829634431308866,4,0.2765926886261773,8,desktop,17
309,30.802237864417087,4,6.160447572883418,15,mobile,15
258,9.318477025886182,8,1.0353863362095757,4,desktop,21
344,2.596037254184837,5,0.43267287569747287,2,tablet,16
492,11.138295391732502,5,1.8563825652887502,5,tablet,21
414,9.626704347430717,6,1.375243478204388,1,mobile,12
294,4.434204622971061,7,0.5542755778713826,5,mobile,11
386,1.2053912139846927,2,0.4017970713282309,6,mobile,9
192,11.134412835191021,1,5.567206417595511,2,desktop,0
444,7.3461042418603775,7,0.9182630302325472,1,tablet,7
277,14.79807080960515,5,2.466345134934192,4,mobile,20
161,7.343098604235151,4,1.4686197208470302,7,mobile,21
460,19.11770111308484,4,3.8235402226169684,1,mobile,17
314,8.027541190214876,3,2.006885297553719,1,desktop,1
22,8.231145809801472,8,0.914571756644608,8,mobile,15
253,20.927586432297716,7,2.6159483040372145,16,mobile,11
236,5.1664731398811705,1,2.5832365699405853,13,desktop,8
345,1.4388795539029895,2,0.47962651796766315,18,desktop,2
49,0.29205021432094685,4,0.05841004286418937,10,mobile,21
475,14.070574526625856,6,2.010082075232265,12,mobile,20
59,9.683989670606795,4,1.936797934121359,1,desktop,3
170,12.176653477978764,6,1.7395219254255376,10,tablet,1
476,2.3948149349344345,8,0.2660905483260483,9,desktop,7
188,1.4661255122827865,7,0.18326568903534832,3,tablet,9
464,0.14651476265668784,5,0.024419127109447974,19,mobile,15
271,4.316872615150692,2,1.438957538383564,9,mobile,22
190,8.913973756649446,1,4.456986878324723,10,tablet,10
446,4.979818675611507,7,0.6224773344514384,19,desktop,17
175,5.753195628284312,4,1.1506391256568624,16,mobile,21
446,23.450615229814417,1,11.725307614907209,18,tablet,13
51,4.2810261442511175,6,0.6115751634644454,14,desktop,7
364,7.215250280723211,5,1.2025417134538685,3,tablet,22
55,15.308717377197016,8,1.700968597466335,2,desktop,14
244,5.050801312991798,5,0.8418002188319663,1,desktop,16
320,9.730904753530854,4,1.946180950706171,18,desktop,20
131,19.831406436843068,10,1.802855130622097,9,desktop,17
485,29.86190415374668,7,3.732738019218335,13,tablet,5
307,1.5908187931483597,4,0.31816375862967194,2,tablet,22
135,26.116627630420787,8,2.9018475144911986,7,tablet,13
21,6.775027809955306,5,1.1291713016592178,16,tablet,22
329,2.9873545435139577,5,0.49789242391899297,19,tablet,2
167,6.145869673706975,5,1.0243116122844957,15,desktop,6
274,39.13653097580592,2,13.045510325268639,11,mobile,14
388,6.784912926673598,3,1.6962282316683994,1,mobile,20
89,3.9861603210049976,4,0.7972320642009996,7,tablet,23
316,10.034862739576596,9,1.0034862739576595,8,tablet,15
14,2.7462846771560296,0,2.7462846771560296,10,mobile,15
242,0.7889530497623504,5,0.13149217496039173,5,desktop,7
265,1.3797521971241586,5,0.22995869952069312,9,tablet,6
346,1.3701842406700713,5,0.22836404011167855,1,desktop,5
53,1.6475990155667297,5,0.2745998359277883,2,mobile,1
386,1.4946006606751654,4,0.2989201321350331,19,mobile,21
340,10.240840510758066,9,1.0240840510758065,14,tablet,12
92,2.0074635703448163,6,0.2867805100492595,10,desktop,11
367,4.241393157948052,2,1.4137977193160174,9,tablet,14
444,22.709741251283578,6,3.244248750183368,10,mobile,8
455,6.423811416465936,6,0.9176873452094194,6,desktop,1
428,11.012890836523805,6,1.5732701195034007,17,tablet,16
264,1.8912851711321648,5,0.31521419518869415,6,tablet,4
431,2.1355098099509506,2,0.7118366033169835,4,tablet,10
35,0.41727212717565304,5,0.0695453545292755,3,mobile,21
206,1.8504734406558088,3,0.4626183601639522,19,tablet,18
81,3.2654811863114555,3,0.8163702965778639,18,desktop,23
420,1.9481181748310794,3,0.48702954370776985,4,tablet,6
50,0.9288590786036757,6,0.13269415408623939,8,mobile,1
360,1.2855621349335253,6,0.18365173356193218,17,tablet,15
388,6.176293433653791,4,1.2352586867307582,5,mobile,11
2,2.310922063450966,5,0.38515367724182764,13,mobile,22
390,4.5298111551091855,5,0.754968525851531,1,desktop,14
54,7.000051847143304,7,0.875006480892913,13,desktop,0
106,11.724574340125422,5,1.9540957233542369,4,tablet,12
260,0.40105730100015424,3,0.10026432525003856,14,mobile,22
310,16.064942438261195,4,3.2129884876522388,3,mobile,5
477,9.885936903672963,7,1.2357421129591204,5,desktop,12
191,0.8529543037633426,5,0.14215905062722375,7,desktop,17
402,20.681346984880907,7,2.5851683731101134,1,tablet,2
218,25.36693546378928,8,2.8185483848654753,12,mobile,0
44,0.6302282756016341,7,0.07877853445020426,11,desktop,14
162,3.2417684312865083,5,0.5402947385477513,8,tablet,12
202,16.409351832266424,8,1.8232613146962693,6,mobile,4
446,13.793572402143084,4,2.7587144804286168,2,mobile,12
484,2.039796320618005,6,0.2913994743740007,19,desktop,21
270,2.3489903118153324,8,0.26099892353503695,14,tablet,4
351,4.6278511002436975,6,0.6611215857490996,1,desktop,18
304,6.6266256466861435,3,1.6566564116715359,10,tablet,20
271,9.63001834058552,8,1.0700020378428357,16,mobile,23
456,4.603125630003512,4,0.9206251260007023,4,tablet,17
462,6.208911092209176,7,0.776113886526147,11,tablet,20
